population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life table,Sweden,Female,25-29 years,Probability of death,2023,0.0011990864238918112,0.0013328231803793804,0.0010736685539187829
All Population,Life table,Sweden,Male,30-34 years,Probability of death,2023,0.003095611786052646,0.003367150796591717,0.0028287499697003584
All Population,Life table,Sweden,Female,30-34 years,Probability of death,2023,0.001598084119213078,0.0017667280269613643,0.0014476989995322264
All Population,Life table,Sweden,Male,35-39 years,Probability of death,2023,0.003968038805447887,0.004291606257862174,0.0036543437670763955
All Population,Life table,Sweden,Female,35-39 years,Probability of death,2023,0.001925045563486707,0.0021345562264179193,0.0017372973367031364
All Population,Life table,Sweden,Male,40-44 years,Probability of death,2023,0.005342556035124116,0.005838001235205209,0.004911906186092274
All Population,Life table,Sweden,Female,40-44 years,Probability of death,2023,0.0026176394224880265,0.0028791872754111323,0.002380415932543628
All Population,Life table,Sweden,Male,45-49 years,Probability of death,2023,0.006939988955070737,0.007490495981856996,0.0064073934556753975
All Population,Life table,Sweden,Female,45-49 years,Probability of death,2023,0.004673156134620359,0.005097596283861203,0.004273155360666325
All Population,Life table,Djibouti,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Djibouti,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Eritrea,Male,10-14 years,Probability of death,2023,0.010406199559425925,0.013057261435271658,0.007997829860747397
All Population,Life table,Eritrea,Female,10-14 years,Probability of death,2023,0.0079307007789419,0.01012190097565131,0.006043930350793936
All Population,Life table,Eritrea,Male,15-19 years,Probability of death,2023,0.02102382087400235,0.027011124704394037,0.0160025649858479
All Population,Life table,Eritrea,Female,15-19 years,Probability of death,2023,0.015370925389489021,0.019239498834173658,0.011789284879720526
All Population,Life table,Eritrea,Male,20-24 years,Probability of death,2023,0.03304787439627185,0.04184532229835659,0.025558181368421255
All Population,Life table,Eritrea,Female,20-24 years,Probability of death,2023,0.01929017585224113,0.024293061727044752,0.014738910481665899
All Population,Life table,Eritrea,Male,25-29 years,Probability of death,2023,0.031219955603633377,0.03955573628694552,0.02406177754780262
All Population,Life table,Eritrea,Female,25-29 years,Probability of death,2023,0.024434361298827572,0.03067590553768229,0.018517962860262922
All Population,Life table,Eritrea,Male,30-34 years,Probability of death,2023,0.034671499534264356,0.04444471451775022,0.026460984798796335
All Population,Life table,Eritrea,Female,30-34 years,Probability of death,2023,0.03451200973525125,0.04393643630740854,0.027078869480139083
All Population,Life table,Eritrea,Male,35-39 years,Probability of death,2023,0.032945593433481746,0.04221622894739934,0.02551493472017719
All Population,Life table,Eritrea,Female,35-39 years,Probability of death,2023,0.03170331349121127,0.040212915383041795,0.0248422654175402
All Population,Life table,Eritrea,Male,40-44 years,Probability of death,2023,0.0368615841326953,0.04626661228139961,0.02839898808837914
All Population,Life table,Eritrea,Female,40-44 years,Probability of death,2023,0.03847044725276921,0.04922839639528935,0.030290816335340014
All Population,Life table,Eritrea,Male,45-49 years,Probability of death,2023,0.03668881612529411,0.04722954603521434,0.028070870407335812
All Population,Life table,Eritrea,Female,45-49 years,Probability of death,2023,0.04574031766858515,0.05784787392750379,0.03524873113425685
All Population,Life table,Eritrea,Male,50-54 years,Probability of death,2023,0.05345265398446816,0.06684569156410666,0.041873093995412
All Population,Life table,Eritrea,Female,50-54 years,Probability of death,2023,0.05317220808104231,0.06670267838164957,0.04102162406942961
All Population,Life table,Eritrea,Male,55-59 years,Probability of death,2023,0.07154126993730504,0.09163510613229112,0.0562014241256141
All Population,Life table,Eritrea,Female,55-59 years,Probability of death,2023,0.05965414394566728,0.0735988448911101,0.047405300238533635
All Population,Life table,Eritrea,Male,60-64 years,Probability of death,2023,0.10870772778842465,0.13622338127120662,0.08630438111159217
All Population,Life table,Eritrea,Female,60-64 years,Probability of death,2023,0.0849478996792548,0.10723053649352493,0.06622829371751383
All Population,Life table,Eritrea,Male,65-69 years,Probability of death,2023,0.15095844063216834,0.1879481241570138,0.12084020860229522
All Population,Life table,Eritrea,Female,65-69 years,Probability of death,2023,0.11736025982637377,0.14683592843757784,0.09282144616418053
All Population,Life table,Eritrea,Male,70-74 years,Probability of death,2023,0.21584434811435294,0.2671098135515,0.17439826931151403
All Population,Life table,Eritrea,Female,70-74 years,Probability of death,2023,0.18085917636403628,0.22495202889399177,0.1454917412792566
All Population,Life table,Eritrea,Male,75-79 years,Probability of death,2023,0.29918678677954913,0.35989222309201363,0.24245758009134272
All Population,Life table,Eritrea,Female,75-79 years,Probability of death,2023,0.269722729510554,0.3293611388506853,0.21866868430017153
All Population,Life table,Eritrea,Male,80-84 years,Probability of death,2023,0.3878893018906982,0.46287243790341903,0.32220505028005186
All Population,Life table,Eritrea,Female,80-84 years,Probability of death,2023,0.35453975235512497,0.4263592379506754,0.2898113623226334
All Population,Life table,Eritrea,Male,85-89 years,Probability of death,2023,0.5126758251192057,0.596053190378135,0.4248289262610745
All Population,Life table,Eritrea,Female,85-89 years,Probability of death,2023,0.5060158843283159,0.5910129311375214,0.42518653541998336
All Population,Life table,Eritrea,Male,90-94 years,Probability of death,2023,0.625194962937415,0.705584936939421,0.5380476830032682
All Population,Life table,Eritrea,Female,90-94 years,Probability of death,2023,0.6055789099974951,0.6953420890310953,0.5087171410646266
All Population,Life table,Eritrea,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Eritrea,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Maldives,Male,10-14 years,Probability of death,2023,0.0009623874489129248,0.0011160671973430623,0.0008259704937759515
All Population,Life table,Maldives,Female,10-14 years,Probability of death,2023,0.0008681746666568832,0.0010136183798422126,0.0007365512044756495
All Population,Life table,Maldives,Male,15-19 years,Probability of death,2023,0.0016554269102430981,0.0019336462442938655,0.001419922189156872
All Population,Life table,Maldives,Female,15-19 years,Probability of death,2023,0.0009757632607159668,0.0011325615737488525,0.000839050823794893
All Population,Life table,Maldives,Male,20-24 years,Probability of death,2023,0.0023731647715413843,0.002779409050092035,0.0020263845063312694
All Population,Life table,Maldives,Female,20-24 years,Probability of death,2023,0.0011888488670927103,0.001388583838764368,0.0010112439741500584
All Population,Life table,Maldives,Male,25-29 years,Probability of death,2023,0.0027763778404374176,0.0032661610631629337,0.0023837172134070325
All Population,Life table,Maldives,Female,25-29 years,Probability of death,2023,0.0015783563112789494,0.0018368589328140198,0.0013512685971058703
All Population,Life table,Maldives,Male,30-34 years,Probability of death,2023,0.0031019556229460216,0.003589444412664719,0.0026762077720809798
All Population,Life table,Maldives,Female,30-34 years,Probability of death,2023,0.0015737539943992687,0.0018178390981589605,0.0013571134218353098
All Population,Life table,Maldives,Male,35-39 years,Probability of death,2023,0.003175251722320228,0.0036352934332413824,0.0027500212182384187
All Population,Life table,Maldives,Female,35-39 years,Probability of death,2023,0.001971451241582601,0.00228968921125291,0.0016904449888600044
All Population,Life table,Maldives,Male,40-44 years,Probability of death,2023,0.00492511923867256,0.005657569797103068,0.004190645980360888
All Population,Life table,Maldives,Female,40-44 years,Probability of death,2023,0.003810547197432388,0.00440058319948747,0.0032678649877553117
All Population,Life table,Maldives,Male,45-49 years,Probability of death,2023,0.00903346099104773,0.01048348375467743,0.0076877237687923705
All Population,Life table,Maldives,Female,45-49 years,Probability of death,2023,0.00522226808491331,0.0060395807499782315,0.004471173762327504
All Population,Life table,Maldives,Male,50-54 years,Probability of death,2023,0.014769509085547245,0.01713986350138426,0.012574481460606794
All Population,Life table,Maldives,Female,50-54 years,Probability of death,2023,0.010228827083173207,0.01179864598726297,0.008710162433142937
All Population,Life table,Maldives,Male,55-59 years,Probability of death,2023,0.025542321832725846,0.029415796492348333,0.02199440049832612
All Population,Life table,Maldives,Female,55-59 years,Probability of death,2023,0.020604717082676183,0.023721140632301973,0.01750582035727409
All Population,Life table,Maldives,Male,60-64 years,Probability of death,2023,0.04821541946129305,0.055469491713331945,0.041721162670538825
All Population,Life table,Maldives,Female,60-64 years,Probability of death,2023,0.04009070187837855,0.0462075448165237,0.034434883171481856
All Population,Life table,Timor-Leste,Male,55-59 years,Probability of death,2023,0.057509596765637744,0.07600511478702815,0.04271027012009816
All Population,Life table,Timor-Leste,Female,55-59 years,Probability of death,2023,0.047501817936221775,0.06236552933885735,0.03562137750088924
All Population,Life table,Timor-Leste,Male,60-64 years,Probability of death,2023,0.09067106309739213,0.11945587062706105,0.06836533826145434
All Population,Life table,Timor-Leste,Female,60-64 years,Probability of death,2023,0.07549354402160939,0.09793781909537237,0.05795943573186338
All Population,Life table,Timor-Leste,Male,65-69 years,Probability of death,2023,0.14242605812506381,0.18088939244892188,0.10929019770650288
All Population,Life table,Timor-Leste,Female,65-69 years,Probability of death,2023,0.11830697493535439,0.15221452561801627,0.08823329135679497
All Population,Life table,Timor-Leste,Male,70-74 years,Probability of death,2023,0.21218197262870164,0.26737943869223935,0.16454167751994495
All Population,Life table,Timor-Leste,Female,70-74 years,Probability of death,2023,0.18685377978255077,0.2372471030867629,0.1458557254989453
All Population,Life table,Timor-Leste,Male,75-79 years,Probability of death,2023,0.3000495204233435,0.3705987703228611,0.23628517305260593
All Population,Life table,Timor-Leste,Female,75-79 years,Probability of death,2023,0.2767670495771755,0.3452898838239528,0.21446795020448037
All Population,Life table,Timor-Leste,Male,80-84 years,Probability of death,2023,0.4091166690776496,0.5036407074951398,0.3280144114606268
All Population,Life table,Timor-Leste,Female,80-84 years,Probability of death,2023,0.42502639250351676,0.519301946684368,0.3389527818356073
All Population,Life table,Timor-Leste,Male,85-89 years,Probability of death,2023,0.5071073779715591,0.6121626898501746,0.4148971558438857
All Population,Life table,Timor-Leste,Female,85-89 years,Probability of death,2023,0.5807618592381137,0.6759823094702023,0.4810074200751601
All Population,Life table,Timor-Leste,Male,90-94 years,Probability of death,2023,0.5756809029934589,0.6813225665578775,0.47604711980513836
All Population,Life table,Timor-Leste,Female,90-94 years,Probability of death,2023,0.6917902425263069,0.7942509090144353,0.5847587965781824
All Population,Life table,Timor-Leste,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
